Tick,Tender ID,Ticker,Action,Quantity,Price,Expires,source_file,mid_at_tick,spread_top_at_tick
261,3201,TAME,BUY,71000,25.2,291,simulation_run_s02_20260419_170248.xlsx,25.33,0.019999999999999574
23,1,TAME,SELL,73000,25.22,53,simulation_run_s02_20260420_162239.xlsx,24.92,0.05999999999999872
90,801,CRZY,BUY,67000,10.06,120,simulation_run_s02_20260420_162239.xlsx,10.26,0.019999999999999574
147,1601,TAME,SELL,66000,24.43,177,simulation_run_s02_20260420_162239.xlsx,24.240000000000002,0.019999999999999574
207,2401,TAME,SELL,74000,24.19,237,simulation_run_s02_20260420_162239.xlsx,23.965,0.00999999999999801
267,3201,CRZY,SELL,67000,10.63,297,simulation_run_s02_20260420_162239.xlsx,10.559999999999999,0.0600000000000005
19,1,TAME,SELL,69000,25.29,49,simulation_run_s02_20260419_202200.xlsx,25.115000000000002,0.029999999999997584
81,801,CRZY,BUY,71000,9.76,111,simulation_run_s02_20260419_202200.xlsx,10.100000000000001,0.0600000000000005
139,1601,CRZY,BUY,69000,9.65,169,simulation_run_s02_20260419_202200.xlsx,9.754999999999999,0.049999999999998934
208,2401,TAME,SELL,68000,23.49,238,simulation_run_s02_20260419_202200.xlsx,23.465,0.00999999999999801
256,3201,TAME,SELL,69000,24.24,286,simulation_run_s02_20260419_202200.xlsx,23.915,0.05000000000000071
28,1,TAME,BUY,70000,24.7,58,simulation_run_s02_20260422_160332.xlsx,24.965,0.00999999999999801
78,801,CRZY,BUY,75000,9.45,108,simulation_run_s02_20260422_160332.xlsx,9.565000000000001,0.02999999999999936
142,1601,TAME,BUY,67000,24.77,172,simulation_run_s02_20260422_160332.xlsx,24.945,0.04999999999999716
196,2401,TAME,BUY,71000,24.75,226,simulation_run_s02_20260422_160332.xlsx,25.0,0.0799999999999983
262,3201,TAME,BUY,73000,24.77,292,simulation_run_s02_20260422_160332.xlsx,24.97,0.019999999999999574
24,1,TAME,BUY,70000,24.61,54,simulation_run_s02_20260421_113452.xlsx,24.79,0.019999999999999574
88,801,CRZY,SELL,71000,10.03,118,simulation_run_s02_20260421_113452.xlsx,9.870000000000001,0.040000000000000924
144,1601,TAME,SELL,74000,24.79,174,simulation_run_s02_20260421_113452.xlsx,24.58,0.05999999999999872
209,2401,CRZY,BUY,75000,9.9,239,simulation_run_s02_20260421_113452.xlsx,10.2,0.02000000000000135
260,3201,TAME,BUY,70000,24.33,290,simulation_run_s02_20260421_113452.xlsx,24.47,0.019999999999999574
25,1,TAME,BUY,66000,25.04,55,simulation_run_s02_20260422_022838.xlsx,25.255000000000003,0.08999999999999986
86,801,CRZY,SELL,74000,10.45,116,simulation_run_s02_20260422_022838.xlsx,10.2,0.040000000000000924
139,1601,TAME,BUY,70000,24.78,169,simulation_run_s02_20260422_022838.xlsx,24.995,0.030000000000001137
206,2401,CRZY,BUY,72000,10.24,236,simulation_run_s02_20260422_022838.xlsx,10.27,0.019999999999999574
257,3201,TAME,BUY,70000,24.19,287,simulation_run_s02_20260422_022838.xlsx,24.455,0.05000000000000071
28,81,CRZY,SELL,75000,10.25,58,simulation_run_s03_20260401_234002.xlsx,9.975000000000001,0.009999999999999787
77,881,TAME,BUY,70000,25.78,107,simulation_run_s03_20260401_234002.xlsx,25.979999999999997,0.019999999999999574
144,1681,CRZY,SELL,74000,10.48,174,simulation_run_s03_20260401_234002.xlsx,10.274999999999999,0.009999999999999787
195,2481,CRZY,SELL,74000,10.33,225,simulation_run_s03_20260401_234002.xlsx,10.11,0.040000000000000924
256,3281,CRZY,SELL,71000,10.11,286,simulation_run_s03_20260401_234002.xlsx,10.02,0.019999999999999574
19,81,TAME,BUY,74000,24.81,49,simulation_run_s03_20260402_012843.xlsx,24.945,0.00999999999999801
84,881,CRZY,SELL,69000,10.37,114,simulation_run_s03_20260402_012843.xlsx,10.219999999999999,0.0600000000000005
141,1681,TAME,SELL,74000,24.59,171,simulation_run_s03_20260402_012843.xlsx,24.345,0.010000000000001563
200,2481,CRZY,BUY,69000,10.44,230,simulation_run_s03_20260402_012843.xlsx,10.665,0.09000000000000163
270,3281,TAME,BUY,75000,24.42,300,simulation_run_s03_20260402_012843.xlsx,24.57,0.019999999999999574
29,81,CRZY,SELL,74000,10.44,59,simulation_run_s03_20260402_035940.xlsx,10.105,0.07000000000000028
88,881,TAME,BUY,72000,24.29,118,simulation_run_s03_20260402_035940.xlsx,24.5,0.020000000000003126
138,1681,CRZY,BUY,70000,9.73,168,simulation_run_s03_20260402_035940.xlsx,9.86,0.040000000000000924
206,2481,CRZY,BUY,74000,9.5,236,simulation_run_s03_20260402_035940.xlsx,9.614999999999998,0.009999999999999787
257,3281,TAME,SELL,74000,25.17,287,simulation_run_s03_20260402_035940.xlsx,24.975,0.010000000000001563
29,81,TAME,BUY,70000,24.9,59,simulation_run_s03_20260407_131937.xlsx,25.115000000000002,0.05000000000000071
88,881,CRZY,SELL,71000,10.07,118,simulation_run_s03_20260407_131937.xlsx,10.030000000000001,0.040000000000000924
139,1681,TAME,SELL,74000,26.37,169,simulation_run_s03_20260407_131937.xlsx,26.07,0.019999999999999574
202,2481,CRZY,BUY,71000,10.0,232,simulation_run_s03_20260407_131937.xlsx,10.15,0.019999999999999574
270,3281,CRZY,BUY,70000,9.83,300,simulation_run_s03_20260407_131937.xlsx,10.105,0.009999999999999787
28,81,TAME,BUY,71000,25.15,58,simulation_run_s03_20260408_112151.xlsx,25.380000000000003,0.019999999999999574
76,881,TAME,BUY,71000,24.94,106,simulation_run_s03_20260408_112151.xlsx,25.085,0.030000000000001137
147,1681,CRZY,BUY,69000,9.87,177,simulation_run_s03_20260408_112151.xlsx,10.095,0.07000000000000028
196,2481,CRZY,BUY,67000,9.74,226,simulation_run_s03_20260408_112151.xlsx,9.975,0.05000000000000071
260,3281,TAME,BUY,68000,25.15,290,simulation_run_s03_20260408_112151.xlsx,25.335,0.05000000000000071
23,81,CRZY,SELL,69000,9.83,53,simulation_run_s03_20260408_141659.xlsx,9.6,0.019999999999999574
78,881,TAME,BUY,72000,25.11,108,simulation_run_s03_20260408_141659.xlsx,25.415,0.010000000000001563
142,1681,TAME,BUY,70000,25.09,171,simulation_run_s03_20260408_141659.xlsx,25.310000000000002,0.05999999999999872
206,2481,CRZY,SELL,67000,9.99,236,simulation_run_s03_20260408_141659.xlsx,9.89,0.019999999999999574
267,3281,TAME,BUY,74000,25.16,297,simulation_run_s03_20260408_141659.xlsx,25.33,0.0400000000000027
18,81,CRZY,SELL,67000,10.08,48,simulation_run_s03_20260408_145313.xlsx,9.795,0.010000000000001563
80,881,CRZY,SELL,69000,10.09,110,simulation_run_s03_20260408_145313.xlsx,9.940000000000001,0.040000000000000924
139,1681,TAME,SELL,75000,24.88,169,simulation_run_s03_20260408_145313.xlsx,24.6,0.019999999999999574
204,2481,CRZY,BUY,75000,9.85,234,simulation_run_s03_20260408_145313.xlsx,10.120000000000001,0.08000000000000007
265,3281,TAME,BUY,65000,23.98,295,simulation_run_s03_20260408_145313.xlsx,24.130000000000003,0.05999999999999872
29,81,CRZY,SELL,74000,10.51,59,simulation_run_s03_20260408_201922.xlsx,10.165,0.009999999999999787
81,881,CRZY,SELL,67000,10.57,111,simulation_run_s03_20260408_201922.xlsx,10.43,0.019999999999999574
147,1681,TAME,SELL,71000,24.25,177,simulation_run_s03_20260408_201922.xlsx,24.055,0.08999999999999986
201,2481,TAME,SELL,69000,23.92,231,simulation_run_s03_20260408_201922.xlsx,23.884999999999998,0.029999999999997584
263,3281,TAME,SELL,74000,24.13,293,simulation_run_s03_20260408_201922.xlsx,23.89,0.019999999999999574
24,81,TAME,BUY,68000,24.79,54,simulation_run_s03_20260409_121947.xlsx,25.055,0.00999999999999801
89,881,CRZY,SELL,66000,9.76,119,simulation_run_s03_20260409_121947.xlsx,9.71,0.08000000000000007
149,1681,CRZY,SELL,68000,10.27,179,simulation_run_s03_20260409_121947.xlsx,9.99,0.019999999999999574
198,2481,TAME,BUY,71000,23.86,228,simulation_run_s03_20260409_121947.xlsx,24.035,0.00999999999999801
261,3281,CRZY,BUY,67000,9.8,291,simulation_run_s03_20260409_121947.xlsx,10.105,0.08999999999999986
26,81,TAME,BUY,72000,24.86,56,simulation_run_s03_20260409_140831.xlsx,25.009999999999998,0.019999999999999574
83,881,CRZY,SELL,68000,10.29,113,simulation_run_s03_20260409_140831.xlsx,10.105,0.009999999999999787
144,1681,TAME,SELL,74000,23.77,174,simulation_run_s03_20260409_140831.xlsx,23.545,0.029999999999997584
209,2481,CRZY,BUY,70000,8.91,239,simulation_run_s03_20260409_140831.xlsx,9.23,0.08000000000000007
266,3281,CRZY,BUY,68000,8.93,296,simulation_run_s03_20260409_140831.xlsx,8.995000000000001,0.009999999999999787
29,81,TAME,SELL,72000,25.51,59,simulation_run_s03_20260410_141109.xlsx,25.285,0.030000000000001137
82,881,CRZY,SELL,72000,10.17,112,simulation_run_s03_20260410_141109.xlsx,10.0,0.05999999999999872
140,1681,CRZY,SELL,69000,9.99,170,simulation_run_s03_20260410_141109.xlsx,9.83,0.019999999999999574
197,2481,TAME,BUY,72000,24.24,227,simulation_run_s03_20260410_141109.xlsx,24.505,0.030000000000001137
263,3281,TAME,BUY,71000,24.34,293,simulation_run_s03_20260410_141109.xlsx,24.45,0.03999999999999915
16,81,CRZY,SELL,74000,10.23,46,simulation_run_s03_20260410_133455.xlsx,10.015,0.009999999999999787
84,881,TAME,BUY,74000,25.05,114,simulation_run_s03_20260410_133455.xlsx,25.33,0.0400000000000027
135,1681,TAME,BUY,71000,25.27,165,simulation_run_s03_20260410_133455.xlsx,25.535,0.00999999999999801
205,2481,CRZY,BUY,74000,9.21,235,simulation_run_s03_20260410_133455.xlsx,9.415,0.049999999999998934
263,3281,TAME,BUY,75000,25.76,293,simulation_run_s03_20260410_133455.xlsx,25.855,0.00999999999999801
20,81,CRZY,SELL,68000,10.0,50,simulation_run_s03_20260410_144723.xlsx,9.985,0.02999999999999936
76,881,TAME,SELL,72000,25.66,106,simulation_run_s03_20260410_144723.xlsx,25.43,0.03999999999999915
142,1681,TAME,SELL,68000,25.76,172,simulation_run_s03_20260410_144723.xlsx,25.44,0.03999999999999915
195,2481,CRZY,SELL,73000,9.66,225,simulation_run_s03_20260410_144723.xlsx,9.475000000000001,0.02999999999999936
257,3281,TAME,BUY,67000,25.43,287,simulation_run_s03_20260410_144723.xlsx,25.655,0.010000000000001563
24,1,CRZY,BUY,68000,9.61,54,simulation_run_s03_20260413_020756.xlsx,9.91,0.019999999999999574
85,801,TAME,SELL,72000,24.77,115,simulation_run_s03_20260413_020756.xlsx,24.595,0.05000000000000071
144,1601,TAME,SELL,70000,25.05,174,simulation_run_s03_20260413_020756.xlsx,24.939999999999998,0.019999999999999574
203,2401,CRZY,SELL,74000,11.06,233,simulation_run_s03_20260413_020756.xlsx,10.885,0.05000000000000071
264,3201,TAME,BUY,67000,24.47,294,simulation_run_s03_20260413_020756.xlsx,24.73,0.03999999999999915
29,1,TAME,BUY,65000,25.06,59,simulation_run_s03_20260411_003257.xlsx,25.34,0.020000000000003126
84,801,CRZY,SELL,73000,10.19,114,simulation_run_s03_20260411_003257.xlsx,9.94,0.019999999999999574
136,1601,CRZY,SELL,72000,9.61,166,simulation_run_s03_20260411_003257.xlsx,9.585,0.009999999999999787
197,2401,TAME,SELL,66000,25.48,227,simulation_run_s03_20260411_003257.xlsx,25.22,0.019999999999999574
270,3201,TAME,SELL,74000,25.57,300,simulation_run_s03_20260411_003257.xlsx,25.4,0.0400000000000027
20,1,TAME,BUY,68000,24.88,50,simulation_run_s03_20260413_165515.xlsx,25.085,0.010000000000001563
80,801,CRZY,SELL,66000,10.22,110,simulation_run_s03_20260413_165515.xlsx,10.05,0.02000000000000135
145,1601,TAME,SELL,71000,25.52,175,simulation_run_s03_20260413_165515.xlsx,25.285,0.00999999999999801
209,2401,CRZY,SELL,73000,10.13,239,simulation_run_s03_20260413_165515.xlsx,9.93,0.03999999999999915
257,3201,TAME,SELL,74000,25.44,287,simulation_run_s03_20260413_165515.xlsx,25.255000000000003,0.010000000000001563
25,1,CRZY,SELL,70000,10.0,55,simulation_run_s03_20260415_005429.xlsx,9.965,0.009999999999999787
79,801,TAME,SELL,70000,24.47,109,simulation_run_s03_20260415_005429.xlsx,24.28,0.019999999999999574
149,1601,CRZY,SELL,72000,10.16,179,simulation_run_s03_20260415_005429.xlsx,9.79,0.0600000000000005
207,2401,CRZY,SELL,71000,9.9,237,simulation_run_s03_20260415_005429.xlsx,9.719999999999999,0.040000000000000924
264,3201,TAME,BUY,67000,24.34,294,simulation_run_s03_20260415_005429.xlsx,24.57,0.03999999999999915
18,1,TAME,SELL,71000,25.31,48,simulation_run_s03_20260415_041940.xlsx,25.03,0.03999999999999915
88,801,CRZY,BUY,70000,9.31,117,simulation_run_s03_20260415_041940.xlsx,9.555,0.009999999999999787
144,1601,CRZY,BUY,67000,9.36,174,simulation_run_s03_20260415_041940.xlsx,9.435,0.07000000000000028
205,2401,TAME,BUY,74000,26.03,235,simulation_run_s03_20260415_041940.xlsx,26.145,0.07000000000000028
266,3201,CRZY,SELL,70000,9.15,296,simulation_run_s03_20260415_041940.xlsx,8.93,0.0600000000000005
25,1,CRZY,SELL,65000,10.09,55,simulation_run_s03_20260417_132709.xlsx,9.975000000000001,0.02999999999999936
76,801,TAME,SELL,74000,25.26,106,simulation_run_s03_20260417_132709.xlsx,25.07,0.019999999999999574
140,1601,TAME,SELL,75000,25.16,170,simulation_run_s03_20260417_132709.xlsx,24.915,0.010000000000001563
204,2401,CRZY,SELL,72000,10.13,234,simulation_run_s03_20260417_132709.xlsx,9.855,0.07000000000000028
263,3201,TAME,BUY,65000,24.18,293,simulation_run_s03_20260417_132709.xlsx,24.36,0.03999999999999915
17,1,CRZY,SELL,67000,10.33,47,simulation_run_s03_20260417_002234.xlsx,10.059999999999999,0.0600000000000005
89,801,TAME,SELL,72000,26.26,119,simulation_run_s03_20260417_002234.xlsx,26.134999999999998,0.010000000000001563
140,1601,CRZY,SELL,75000,10.52,170,simulation_run_s03_20260417_002234.xlsx,10.205,0.030000000000001137
202,2401,TAME,BUY,74000,26.25,232,simulation_run_s03_20260417_002234.xlsx,26.485,0.030000000000001137
268,3201,CRZY,BUY,74000,10.42,298,simulation_run_s03_20260417_002234.xlsx,10.56,0.019999999999999574
22,1,CRZY,SELL,67000,10.3,52,simulation_run_s03_20260419_170850.xlsx,10.11,0.040000000000000924
84,801,TAME,BUY,73000,24.03,114,simulation_run_s03_20260419_170850.xlsx,24.29,0.019999999999999574
147,1601,TAME,BUY,66000,24.16,177,simulation_run_s03_20260419_170850.xlsx,24.384999999999998,0.010000000000001563
197,2401,CRZY,BUY,72000,10.4,227,simulation_run_s03_20260419_170850.xlsx,10.67,0.03999999999999915
265,3201,CRZY,BUY,66000,10.46,295,simulation_run_s03_20260419_170850.xlsx,10.545,0.030000000000001137
24,1,CRZY,SELL,69000,10.03,54,simulation_run_s03_20260420_162842.xlsx,9.815,0.05000000000000071
88,801,CRZY,SELL,71000,9.66,118,simulation_run_s03_20260420_162842.xlsx,9.59,0.05999999999999872
139,1601,TAME,SELL,66000,24.92,169,simulation_run_s03_20260420_162842.xlsx,24.645,0.030000000000001137
197,2401,CRZY,BUY,68000,9.29,227,simulation_run_s03_20260420_162842.xlsx,9.504999999999999,0.02999999999999936
257,3201,TAME,BUY,66000,24.99,287,simulation_run_s03_20260420_162842.xlsx,25.119999999999997,0.019999999999999574
18,1,TAME,BUY,67000,24.98,48,simulation_run_s03_20260419_202802.xlsx,25.145,0.00999999999999801
88,801,CRZY,SELL,68000,10.81,118,simulation_run_s03_20260419_202802.xlsx,10.66,0.019999999999999574
136,1601,CRZY,SELL,67000,10.87,166,simulation_run_s03_20260419_202802.xlsx,10.66,0.03999999999999915
205,2401,TAME,SELL,69000,25.71,234,simulation_run_s03_20260419_202802.xlsx,25.525,0.010000000000001563
266,3201,TAME,SELL,68000,26.62,296,simulation_run_s03_20260419_202802.xlsx,26.425,0.030000000000001137
21,1,TAME,SELL,74000,25.23,51,simulation_run_s03_20260421_114054.xlsx,24.985,0.00999999999999801
79,801,CRZY,SELL,73000,10.16,109,simulation_run_s03_20260421_114054.xlsx,10.01,0.05999999999999872
143,1601,CRZY,SELL,71000,10.37,173,simulation_run_s03_20260421_114054.xlsx,10.165,0.02999999999999936
203,2401,TAME,BUY,67000,24.12,233,simulation_run_s03_20260421_114054.xlsx,24.355,0.030000000000001137
268,3201,TAME,BUY,75000,24.13,298,simulation_run_s03_20260421_114054.xlsx,24.285,0.04999999999999716
20,1,TAME,BUY,73000,24.63,50,simulation_run_s03_20260422_023439.xlsx,24.9,0.05999999999999872
90,801,CRZY,SELL,71000,10.49,120,simulation_run_s03_20260422_023439.xlsx,10.215,0.030000000000001137
148,1601,TAME,SELL,71000,24.51,178,simulation_run_s03_20260422_023439.xlsx,24.475,0.010000000000001563
209,2401,TAME,SELL,71000,25.37,239,simulation_run_s03_20260422_023439.xlsx,25.11,0.060000000000002274
258,3201,TAME,SELL,69000,26.67,289,simulation_run_s03_20260422_023439.xlsx,26.47,0.019999999999999574
18,1,TAME,SELL,68000,24.95,48,simulation_run_s03_20260422_160935.xlsx,24.895,0.00999999999999801
75,801,CRZY,BUY,69000,9.92,105,simulation_run_s03_20260422_160935.xlsx,10.145,0.009999999999999787
145,1601,TAME,BUY,66000,25.02,175,simulation_run_s03_20260422_160935.xlsx,25.4,0.019999999999999574
195,2401,CRZY,BUY,73000,9.79,225,simulation_run_s03_20260422_160935.xlsx,9.995000000000001,0.009999999999999787
257,3201,TAME,SELL,66000,25.58,287,simulation_run_s03_20260422_160935.xlsx,25.415,0.010000000000001563
17,81,TAME,BUY,68000,24.69,47,simulation_run_s04_20260402_040542.xlsx,24.975,0.05000000000000071
89,881,TAME,BUY,68000,24.34,119,simulation_run_s04_20260402_040542.xlsx,24.46,0.019999999999999574
147,1681,CRZY,BUY,70000,9.63,177,simulation_run_s04_20260402_040542.xlsx,9.805,0.030000000000001137
202,2481,TAME,BUY,71000,23.39,232,simulation_run_s04_20260402_040542.xlsx,23.64,0.019999999999999574
261,3281,CRZY,BUY,69000,9.79,291,simulation_run_s04_20260402_040542.xlsx,9.965,0.05000000000000071
18,81,TAME,BUY,67000,24.55,48,simulation_run_s04_20260402_013445.xlsx,24.835,0.05000000000000071
90,881,CRZY,SELL,69000,9.99,120,simulation_run_s04_20260402_013445.xlsx,9.73,0.0600000000000005
141,1681,TAME,BUY,73000,24.76,171,simulation_run_s04_20260402_013445.xlsx,24.995,0.07000000000000028
209,2481,TAME,BUY,67000,25.16,239,simulation_run_s04_20260402_013445.xlsx,25.165,0.030000000000001137
266,3281,CRZY,BUY,72000,9.15,296,simulation_run_s04_20260402_013445.xlsx,9.434999999999999,0.009999999999999787
29,81,TAME,BUY,74000,24.48,59,simulation_run_s04_20260408_112753.xlsx,24.77,0.060000000000002274
82,881,TAME,BUY,73000,25.08,112,simulation_run_s04_20260408_112753.xlsx,25.255,0.030000000000001137
143,1681,TAME,BUY,70000,24.82,173,simulation_run_s04_20260408_112753.xlsx,25.009999999999998,0.019999999999999574
205,2481,CRZY,BUY,71000,9.5,235,simulation_run_s04_20260408_112753.xlsx,9.705,0.010000000000001563
262,3281,TAME,BUY,71000,24.03,292,simulation_run_s04_20260408_112753.xlsx,24.229999999999997,0.019999999999999574
28,81,TAME,SELL,70000,24.97,58,simulation_run_s04_20260407_132540.xlsx,24.689999999999998,0.019999999999999574
77,881,CRZY,BUY,75000,9.45,107,simulation_run_s04_20260407_132540.xlsx,9.675,0.02999999999999936
138,1681,TAME,SELL,69000,25.03,168,simulation_run_s04_20260407_132540.xlsx,24.83,0.019999999999999574
203,2481,CRZY,SELL,71000,9.05,233,simulation_run_s04_20260407_132540.xlsx,8.844999999999999,0.049999999999998934
267,3281,CRZY,SELL,69000,8.9,297,simulation_run_s04_20260407_132540.xlsx,8.795,0.010000000000001563
24,81,CRZY,SELL,74000,10.34,54,simulation_run_s04_20260408_150518.xlsx,10.14,0.019999999999999574
76,881,TAME,BUY,72000,24.52,106,simulation_run_s04_20260408_150518.xlsx,24.865000000000002,0.029999999999997584
142,1681,CRZY,BUY,67000,9.77,172,simulation_run_s04_20260408_150518.xlsx,9.94,0.019999999999999574
196,2481,TAME,SELL,75000,25.2,226,simulation_run_s04_20260408_150518.xlsx,25.155,0.030000000000001137
268,3281,TAME,SELL,71000,25.37,298,simulation_run_s04_20260408_150518.xlsx,25.085,0.010000000000001563
17,81,CRZY,SELL,73000,10.43,47,simulation_run_s04_20260408_202523.xlsx,10.085,0.09000000000000163
79,881,TAME,BUY,72000,25.31,109,simulation_run_s04_20260408_202523.xlsx,25.58,0.019999999999999574
135,1681,CRZY,BUY,71000,10.28,165,simulation_run_s04_20260408_202523.xlsx,10.365,0.05000000000000071
196,2481,CRZY,BUY,67000,10.0,226,simulation_run_s04_20260408_202523.xlsx,10.165,0.02999999999999936
259,3281,TAME,SELL,68000,24.84,289,simulation_run_s04_20260408_202523.xlsx,24.655,0.010000000000001563
26,81,CRZY,SELL,68000,10.08,56,simulation_run_s04_20260409_122549.xlsx,9.85,0.03999999999999915
76,881,TAME,SELL,72000,25.22,106,simulation_run_s04_20260409_122549.xlsx,24.990000000000002,0.05999999999999872
141,1681,TAME,SELL,68000,25.24,171,simulation_run_s04_20260409_122549.xlsx,25.064999999999998,0.010000000000001563
199,2481,CRZY,BUY,71000,9.67,229,simulation_run_s04_20260409_122549.xlsx,9.91,0.019999999999999574
259,3281,TAME,BUY,70000,25.26,289,simulation_run_s04_20260409_122549.xlsx,25.380000000000003,0.019999999999999574
19,81,TAME,BUY,73000,24.85,49,simulation_run_s04_20260409_141434.xlsx,25.095,0.05000000000000071
82,881,CRZY,SELL,71000,10.06,112,simulation_run_s04_20260409_141434.xlsx,9.89,0.019999999999999574
148,1681,CRZY,SELL,72000,10.22,178,simulation_run_s04_20260409_141434.xlsx,9.985,0.009999999999999787
